GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_ag,Dem_2016_ag,Rep_2016_ag,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2016_gov,Dem_2016_gov,Rep_2016_gov
410050205051,960,605,340,0,0,0,0,0,0,0,0,0,0,0,0
410050205052,821,528,282,0,0,0,0,0,0,0,0,0,0,0,0
410050206001,974,621,335,0,0,0,0,0,0,0,0,0,0,0,0
410050206002,1818,1083,707,0,0,0,0,0,0,0,0,0,0,0,0
410050206003,1606,961,622,0,0,0,0,0,0,0,0,0,0,0,0
410050207001,409,230,175,0,0,0,0,0,0,0,0,0,0,0,0
410050207002,1121,619,490,0,0,0,0,0,0,0,0,0,0,0,0
410050207003,506,284,217,0,0,0,0,0,0,0,0,0,0,0,0
410050208001,768,563,187,0,0,0,0,0,0,0,0,0,0,0,0
410050208002,451,319,119,0,0,0,0,0,0,0,0,0,0,0,0
410050208003,875,561,284,0,0,0,0,0,0,0,0,0,0,0,0
410050209001,496,338,146,0,0,0,0,0,0,0,0,0,0,0,0
410050209002,623,425,183,0,0,0,0,0,0,0,0,0,0,0,0
410050209003,755,493,242,0,0,0,0,0,0,0,0,0,0,0,0
410050210001,405,276,115,0,0,0,0,0,0,0,0,0,0,0,0
410050210002,1163,775,362,0,0,0,0,0,0,0,0,0,0,0,0
410050210003,513,332,167,0,0,0,0,0,0,0,0,0,0,0,0
410050211001,456,292,154,0,0,0,0,0,0,0,0,0,0,0,0
410050211002,697,461,228,0,0,0,0,0,0,0,0,0,0,0,0
410050211003,636,407,217,0,0,0,0,0,0,0,0,0,0,0,0
410050211004,977,619,342,0,0,0,0,0,0,0,0,0,0,0,0
410050212001,1041,737,290,0,0,0,0,0,0,0,0,0,0,0,0
410050212002,305,212,85,0,0,0,0,0,0,0,0,0,0,0,0
410050212003,665,439,210,0,0,0,0,0,0,0,0,0,0,0,0
410050213001,1365,879,457,0,0,0,0,0,0,0,0,0,0,0,0
410050213002,1065,682,361,0,0,0,0,0,0,0,0,0,0,0,0
410050213003,454,307,140,0,0,0,0,0,0,0,0,0,0,0,0
410050214001,1542,913,611,0,0,0,0,0,0,0,0,0,0,0,0
410050214002,599,352,239,0,0,0,0,0,0,0,0,0,0,0,0
410050214003,493,315,166,0,0,0,0,0,0,0,0,0,0,0,0
410050215001,1118,676,418,0,0,0,0,0,0,0,0,0,0,0,0
410050215002,1567,891,648,0,0,0,0,0,0,0,0,0,0,0,0
410050216011,374,254,109,0,0,0,0,0,0,0,0,0,0,0,0
410050216012,843,573,245,0,0,0,0,0,0,0,0,0,0,0,0
410050216013,451,306,131,0,0,0,0,0,0,0,0,0,0,0,0
410050216014,292,200,82,0,0,0,0,0,0,0,0,0,0,0,0
410050216021,709,430,265,0,0,0,0,0,0,0,0,0,0,0,0
410050216022,559,343,205,0,0,0,0,0,0,0,0,0,0,0,0
410050216023,779,473,290,0,0,0,0,0,0,0,0,0,0,0,0
410050217001,1294,826,444,0,0,0,0,0,0,0,0,0,0,0,0
410050217002,817,491,312,0,0,0,0,0,0,0,0,0,0,0,0
410050217003,886,561,304,0,0,0,0,0,0,0,0,0,0,0,0
410050218011,1150,658,469,0,0,0,0,0,0,0,0,0,0,0,0
410050218012,983,573,394,0,0,0,0,0,0,0,0,0,0,0,0
410050218013,1140,663,459,0,0,0,0,0,0,0,0,0,0,0,0
410050218021,858,509,327,0,0,0,0,0,0,0,0,0,0,0,0
410050218022,1002,610,367,0,0,0,0,0,0,0,0,0,0,0,0
410050219001,1016,564,427,0,0,0,0,0,0,0,0,0,0,0,0
410050219002,529,324,187,0,0,0,0,0,0,0,0,0,0,0,0
410050220001,1162,649,491,0,0,0,0,0,0,0,0,0,0,0,0
410050220002,1386,763,593,0,0,0,0,0,0,0,0,0,0,0,0
410050220003,825,466,344,0,0,0,0,0,0,0,0,0,0,0,0
410050221011,1107,624,458,0,0,0,0,0,0,0,0,0,0,0,0
410050221012,685,387,281,0,0,0,0,0,0,0,0,0,0,0,0
410050221013,817,459,338,0,0,0,0,0,0,0,0,0,0,0,0
410050221014,898,492,382,0,0,0,0,0,0,0,0,0,0,0,0
410050221031,1046,577,454,0,0,0,0,0,0,0,0,0,0,0,0
410050221032,1065,573,474,0,0,0,0,0,0,0,0,0,0,0,0
410050221051,505,265,231,0,0,0,0,0,0,0,0,0,0,0,0
410050221052,969,524,431,0,0,0,0,0,0,0,0,0,0,0,0
410050221053,1191,629,546,0,0,0,0,0,0,0,0,0,0,0,0
410050221071,773,445,314,0,0,0,0,0,0,0,0,0,0,0,0
410050221072,610,333,267,0,0,0,0,0,0,0,0,0,0,0,0
410050221081,500,271,222,0,0,0,0,0,0,0,0,0,0,0,0
410050221082,515,329,170,0,0,0,0,0,0,0,0,0,0,0,0
410050222011,192,130,57,0,0,0,0,0,0,0,0,0,0,0,0
410050222012,570,376,176,0,0,0,0,0,0,0,0,0,0,0,0
410050222013,397,255,126,0,0,0,0,0,0,0,0,0,0,0,0
410050222051,786,412,361,0,0,0,0,0,0,0,0,0,0,0,0
410050222052,931,461,459,0,0,0,0,0,0,0,0,0,0,0,0
410050222061,895,490,390,0,0,0,0,0,0,0,0,0,0,0,0
410050222062,1988,1033,928,0,0,0,0,0,0,0,0,0,0,0,0
410050222071,1719,895,808,0,0,0,0,0,0,0,0,0,0,0,0
410050222072,760,391,360,0,0,0,0,0,0,0,0,0,0,0,0
410050222081,1584,811,755,0,0,0,0,0,0,0,0,0,0,0,0
410050222082,1167,593,562,0,0,0,0,0,0,0,0,0,0,0,0
410050223011,875,442,415,0,0,0,0,0,0,0,0,0,0,0,0
410050223012,814,405,395,0,0,0,0,0,0,0,0,0,0,0,0
410050223013,402,221,174,0,0,0,0,0,0,0,0,0,0,0,0
410050223021,1032,539,473,0,0,0,0,0,0,0,0,0,0,0,0
410050223022,934,486,427,0,0,0,0,0,0,0,0,0,0,0,0
410050223023,654,339,301,0,0,0,0,0,0,0,0,0,0,0,0
410050224001,461,281,166,0,0,0,0,0,0,0,0,0,0,0,0
410050224002,408,248,147,0,0,0,0,0,0,0,0,0,0,0,0
410050224003,266,163,96,0,0,0,0,0,0,0,0,0,0,0,0
410050224004,295,181,107,0,0,0,0,0,0,0,0,0,0,0,0
410050224005,297,181,107,0,0,0,0,0,0,0,0,0,0,0,0
410050225001,1124,668,433,0,0,0,0,0,0,0,0,0,0,0,0
410050225002,744,430,299,0,0,0,0,0,0,0,0,0,0,0,0
410050225003,1273,691,561,0,0,0,0,0,0,0,0,0,0,0,0
410050225004,353,208,137,0,0,0,0,0,0,0,0,0,0,0,0
410050226021,1027,490,519,0,0,0,0,0,0,0,0,0,0,0,0
410050226022,1273,658,593,0,0,0,0,0,0,0,0,0,0,0,0
410050226031,1354,671,660,0,0,0,0,0,0,0,0,0,0,0,0
410050226051,744,411,312,0,0,0,0,0,0,0,0,0,0,0,0
410050226052,1371,728,620,0,0,0,0,0,0,0,0,0,0,0,0
410050226053,1072,551,504,0,0,0,0,0,0,0,0,0,0,0,0
410050226061,2200,1099,1060,0,0,0,0,0,0,0,0,0,0,0,0
410050227021,1655,825,811,0,0,0,0,0,0,0,0,0,0,0,0
410050227022,1099,495,592,0,0,0,0,0,0,0,0,0,0,0,0
410050227023,728,328,392,0,0,0,0,0,0,0,0,0,0,0,0
410050227024,678,305,365,0,0,0,0,0,0,0,0,0,0,0,0
410050227071,498,239,250,0,0,0,0,0,0,0,0,0,0,0,0
410050227072,1302,744,539,0,0,0,0,0,0,0,0,0,0,0,0
410050227081,846,395,436,0,0,0,0,0,0,0,0,0,0,0,0
410050227082,1081,569,497,0,0,0,0,0,0,0,0,0,0,0,0
410050227101,1017,531,474,0,0,0,0,0,0,0,0,0,0,0,0
410050228001,735,351,378,0,0,0,0,0,0,0,0,0,0,0,0
410050228002,1276,603,664,0,0,0,0,0,0,0,0,0,0,0,0
410050228003,501,193,301,0,0,0,0,0,0,0,0,0,0,0,0
410050228004,349,147,198,0,0,0,0,0,0,0,0,0,0,0,0
410050229011,1538,671,841,0,0,0,0,0,0,0,0,0,0,0,0
410050229041,925,408,498,0,0,0,0,0,0,0,0,0,0,0,0
410050229042,746,349,378,0,0,0,0,0,0,0,0,0,0,0,0
410050229051,720,312,397,0,0,0,0,0,0,0,0,0,0,0,0
410050229052,625,293,317,0,0,0,0,0,0,0,0,0,0,0,0
410050229053,757,340,401,0,0,0,0,0,0,0,0,0,0,0,0
410050229061,810,365,427,0,0,0,0,0,0,0,0,0,0,0,0
410050229062,623,282,328,0,0,0,0,0,0,0,0,0,0,0,0
410050229071,871,417,437,0,0,0,0,0,0,0,0,0,0,0,0
410050229072,700,336,350,0,0,0,0,0,0,0,0,0,0,0,0
410050230011,1319,636,661,0,0,0,0,0,0,0,0,0,0,0,0
410050230012,717,343,364,0,0,0,0,0,0,0,0,0,0,0,0
410050230021,902,424,461,0,0,0,0,0,0,0,0,0,0,0,0
410050230022,1160,535,599,0,0,0,0,0,0,0,0,0,0,0,0
410050231001,1414,663,727,0,0,0,0,0,0,0,0,0,0,0,0
410050231002,790,336,440,0,0,0,0,0,0,0,0,0,0,0,0
410050231003,1402,668,706,0,0,0,0,0,0,0,0,0,0,0,0
410050232011,1107,482,610,0,0,0,0,0,0,0,0,0,0,0,0
410050232012,1408,634,751,0,0,0,0,0,0,0,0,0,0,0,0
410050232021,622,281,329,0,0,0,0,0,0,0,0,0,0,0,0
410050232022,914,426,470,0,0,0,0,0,0,0,0,0,0,0,0
410050232023,1651,841,786,0,0,0,0,0,0,0,0,0,0,0,0
410050233001,1039,423,592,0,0,0,0,0,0,0,0,0,0,0,0
410050233002,1031,470,545,0,0,0,0,0,0,0,0,0,0,0,0
410050233003,877,391,470,0,0,0,0,0,0,0,0,0,0,0,0
410050234011,737,336,388,0,0,0,0,0,0,0,0,0,0,0,0
410050234012,1178,511,650,0,0,0,0,0,0,0,0,0,0,0,0
410050234013,549,270,270,0,0,0,0,0,0,0,0,0,0,0,0
410050234031,2042,1022,976,0,0,0,0,0,0,0,0,0,0,0,0
410050234041,629,303,314,0,0,0,0,0,0,0,0,0,0,0,0
410050234042,826,418,392,0,0,0,0,0,0,0,0,0,0,0,0
410050234043,586,294,280,0,0,0,0,0,0,0,0,0,0,0,0
410050234044,424,211,203,0,0,0,0,0,0,0,0,0,0,0,0
410050235001,834,366,447,0,0,0,0,0,0,0,0,0,0,0,0
410050235002,825,406,399,0,0,0,0,0,0,0,0,0,0,0,0
410050235003,468,202,252,0,0,0,0,0,0,0,0,0,0,0,0
410050235004,404,194,198,0,0,0,0,0,0,0,0,0,0,0,0
410050235005,452,220,219,0,0,0,0,0,0,0,0,0,0,0,0
410050236001,651,337,299,0,0,0,0,0,0,0,0,0,0,0,0
410050236002,950,447,470,0,0,0,0,0,0,0,0,0,0,0,0
410050236003,727,341,367,0,0,0,0,0,0,0,0,0,0,0,0
410050237001,754,348,389,0,0,0,0,0,0,0,0,0,0,0,0
410050237002,440,194,236,0,0,0,0,0,0,0,0,0,0,0,0
410050237003,570,277,282,0,0,0,0,0,0,0,0,0,0,0,0
410050237004,828,352,457,0,0,0,0,0,0,0,0,0,0,0,0
410050238001,614,259,344,0,0,0,0,0,0,0,0,0,0,0,0
410050238002,525,215,303,0,0,0,0,0,0,0,0,0,0,0,0
410050238003,432,175,249,0,0,0,0,0,0,0,0,0,0,0,0
410050238004,1251,493,736,0,0,0,0,0,0,0,0,0,0,0,0
410050238005,604,238,356,0,0,0,0,0,0,0,0,0,0,0,0
410050239011,1744,739,966,0,0,0,0,0,0,0,0,0,0,0,0
410050239021,811,345,445,0,0,0,0,0,0,0,0,0,0,0,0
410050239022,574,243,317,0,0,0,0,0,0,0,0,0,0,0,0
410050239023,478,186,280,0,0,0,0,0,0,0,0,0,0,0,0
410050240001,924,329,575,0,0,0,0,0,0,0,0,0,0,0,0
410050240002,422,142,270,0,0,0,0,0,0,0,0,0,0,0,0
410050241001,1057,438,587,0,0,0,0,0,0,0,0,0,0,0,0
410050241002,889,337,525,0,0,0,0,0,0,0,0,0,0,0,0
410050241003,659,285,354,0,0,0,0,0,0,0,0,0,0,0,0
410050242001,621,309,298,0,0,0,0,0,0,0,0,0,0,0,0
410050242002,1010,503,485,0,0,0,0,0,0,0,0,0,0,0,0
410050242003,451,217,222,0,0,0,0,0,0,0,0,0,0,0,0
410050242004,489,230,245,0,0,0,0,0,0,0,0,0,0,0,0
410050243021,949,468,456,0,0,0,0,0,0,0,0,0,0,0,0
410050243022,968,462,478,0,0,0,0,0,0,0,0,0,0,0,0
410050243023,846,435,390,0,0,0,0,0,0,0,0,0,0,0,0
410050243031,970,569,378,0,0,0,0,0,0,0,0,0,0,0,0
410050243032,791,470,302,0,0,0,0,0,0,0,0,0,0,0,0
410050243041,1034,551,460,0,0,0,0,0,0,0,0,0,0,0,0
410050243042,310,186,116,0,0,0,0,0,0,0,0,0,0,0,0
410050244001,1388,741,628,0,0,0,0,0,0,0,0,0,0,0,0
410050244002,480,251,223,0,0,0,0,0,0,0,0,0,0,0,0
410050244003,694,379,305,0,0,0,0,0,0,0,0,0,0,0,0
410059800001,67,45,19,0,0,0,0,0,0,0,0,0,0,0,0
410079501001,344,218,116,0,0,0,0,0,0,0,0,0,0,0,0
410079501002,502,322,166,0,0,0,0,0,0,0,0,0,0,0,0
410079501003,609,390,204,0,0,0,0,0,0,0,0,0,0,0,0
410079502001,693,439,239,0,0,0,0,0,0,0,0,0,0,0,0
410079502002,473,317,143,0,0,0,0,0,0,0,0,0,0,0,0
410079502003,589,396,178,0,0,0,0,0,0,0,0,0,0,0,0
410079502004,307,210,89,0,0,0,0,0,0,0,0,0,0,0,0
410079503001,480,323,142,0,0,0,0,0,0,0,0,0,0,0,0
410079503002,159,88,66,0,0,0,0,0,0,0,0,0,0,0,0
410079503003,382,248,121,0,0,0,0,0,0,0,0,0,0,0,0
410079503004,402,265,126,0,0,0,0,0,0,0,0,0,0,0,0
410079504001,589,310,262,0,0,0,0,0,0,0,0,0,0,0,0
410079504002,830,475,326,0,0,0,0,0,0,0,0,0,0,0,0
410079504003,408,235,161,0,0,0,0,0,0,0,0,0,0,0,0
410079505001,620,299,305,0,0,0,0,0,0,0,0,0,0,0,0
410079505002,451,224,214,0,0,0,0,0,0,0,0,0,0,0,0
410079505003,1075,520,528,0,0,0,0,0,0,0,0,0,0,0,0
410079506001,567,270,277,0,0,0,0,0,0,0,0,0,0,0,0
410079506002,502,237,250,0,0,0,0,0,0,0,0,0,0,0,0
410079506003,261,123,130,0,0,0,0,0,0,0,0,0,0,0,0
410079507001,548,305,232,0,0,0,0,0,0,0,0,0,0,0,0
410079507002,541,312,219,0,0,0,0,0,0,0,0,0,0,0,0
410079509001,258,153,97,0,0,0,0,0,0,0,0,0,0,0,0
410079509002,407,246,150,0,0,0,0,0,0,0,0,0,0,0,0
410079509003,335,205,121,0,0,0,0,0,0,0,0,0,0,0,0
410079509004,299,185,106,0,0,0,0,0,0,0,0,0,0,0,0
410079509005,332,208,116,0,0,0,0,0,0,0,0,0,0,0,0
410079509006,255,160,90,0,0,0,0,0,0,0,0,0,0,0,0
410079511001,857,513,320,0,0,0,0,0,0,0,0,0,0,0,0
410079511002,460,311,137,0,0,0,0,0,0,0,0,0,0,0,0
410079511003,686,465,208,0,0,0,0,0,0,0,0,0,0,0,0
410079511004,357,247,105,0,0,0,0,0,0,0,0,0,0,0,0
410079512001,392,224,156,0,0,0,0,0,0,0,0,0,0,0,0
410079512002,552,311,228,0,0,0,0,0,0,0,0,0,0,0,0
410079512003,508,295,199,0,0,0,0,0,0,0,0,0,0,0,0
410079513001,822,397,403,0,0,0,0,0,0,0,0,0,0,0,0
410079513002,529,255,262,0,0,0,0,0,0,0,0,0,0,0,0
410079900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410099702001,550,272,261,0,0,0,0,0,0,0,0,0,0,0,0
410099702002,503,256,232,0,0,0,0,0,0,0,0,0,0,0,0
410099702003,819,434,361,0,0,0,0,0,0,0,0,0,0,0,0
410099702004,554,304,237,0,0,0,0,0,0,0,0,0,0,0,0
410099702005,611,322,272,0,0,0,0,0,0,0,0,0,0,0,0
410099703001,497,270,213,0,0,0,0,0,0,0,0,0,0,0,0
410099703002,405,216,180,0,0,0,0,0,0,0,0,0,0,0,0
410099703003,429,218,197,0,0,0,0,0,0,0,0,0,0,0,0
410099703004,370,199,157,0,0,0,0,0,0,0,0,0,0,0,0
410099703005,309,179,121,0,0,0,0,0,0,0,0,0,0,0,0
410099704001,606,311,277,0,0,0,0,0,0,0,0,0,0,0,0
410099704002,669,362,288,0,0,0,0,0,0,0,0,0,0,0,0
410099705001,1849,1037,765,0,0,0,0,0,0,0,0,0,0,0,0
410099705002,585,306,262,0,0,0,0,0,0,0,0,0,0,0,0
410099705003,604,330,259,0,0,0,0,0,0,0,0,0,0,0,0
410099705004,489,284,186,0,0,0,0,0,0,0,0,0,0,0,0
410099706001,1155,633,501,0,0,0,0,0,0,0,0,0,0,0,0
410099706002,414,222,173,0,0,0,0,0,0,0,0,0,0,0,0
410099706003,732,381,329,0,0,0,0,0,0,0,0,0,0,0,0
410099706004,1154,626,493,0,0,0,0,0,0,0,0,0,0,0,0
410099707001,487,301,168,0,0,0,0,0,0,0,0,0,0,0,0
410099707002,397,248,134,0,0,0,0,0,0,0,0,0,0,0,0
410099707003,334,218,103,0,0,0,0,0,0,0,0,0,0,0,0
410099707004,511,329,163,0,0,0,0,0,0,0,0,0,0,0,0
410099708001,469,288,162,0,0,0,0,0,0,0,0,0,0,0,0
410099708002,747,407,321,0,0,0,0,0,0,0,0,0,0,0,0
410099708003,1614,873,704,0,0,0,0,0,0,0,0,0,0,0,0
410099709001,586,331,237,0,0,0,0,0,0,0,0,0,0,0,0
410099709002,470,271,188,0,0,0,0,0,0,0,0,0,0,0,0
410099709003,1354,767,556,0,0,0,0,0,0,0,0,0,0,0,0
410099710001,752,426,307,0,0,0,0,0,0,0,0,0,0,0,0
410099710002,1018,561,428,0,0,0,0,0,0,0,0,0,0,0,0
410099710003,704,396,288,0,0,0,0,0,0,0,0,0,0,0,0
410099711001,444,201,231,0,0,0,0,0,0,0,0,0,0,0,0
410099711002,695,319,354,0,0,0,0,0,0,0,0,0,0,0,0
410099711003,623,292,305,0,0,0,0,0,0,0,0,0,0,0,0
410110001001,535,232,289,0,0,0,0,0,0,0,0,0,0,0,0
410110001002,361,156,195,0,0,0,0,0,0,0,0,0,0,0,0
410110001003,739,339,378,0,0,0,0,0,0,0,0,0,0,0,0
410110001004,568,265,286,0,0,0,0,0,0,0,0,0,0,0,0
410110001005,494,233,246,0,0,0,0,0,0,0,0,0,0,0,0
410110001006,563,266,280,0,0,0,0,0,0,0,0,0,0,0,0
410110002001,384,181,192,0,0,0,0,0,0,0,0,0,0,0,0
410110002002,785,326,433,0,0,0,0,0,0,0,0,0,0,0,0
410110002003,238,112,121,0,0,0,0,0,0,0,0,0,0,0,0
410110003001,450,238,198,0,0,0,0,0,0,0,0,0,0,0,0
410110003002,322,170,142,0,0,0,0,0,0,0,0,0,0,0,0
410110003003,364,177,179,0,0,0,0,0,0,0,0,0,0,0,0
410110003004,474,250,209,0,0,0,0,0,0,0,0,0,0,0,0
410110004001,469,248,207,0,0,0,0,0,0,0,0,0,0,0,0
410110004002,455,222,223,0,0,0,0,0,0,0,0,0,0,0,0
410110004003,472,230,232,0,0,0,0,0,0,0,0,0,0,0,0
410110004004,418,205,204,0,0,0,0,0,0,0,0,0,0,0,0
410110004005,612,298,301,0,0,0,0,0,0,0,0,0,0,0,0
410110004006,623,315,293,0,0,0,0,0,0,0,0,0,0,0,0
