GEOID20,Tot_2016_sen,D_2016_sen,R_2016_sen,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2020_pres,D_2020_pres,R_2020_pres,Tot_2018_ltg,D_2018_ltg,R_2018_ltg,Tot_2018_ag,D_2018_ag,R_2018_ag,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2018_sen,D_2018_sen,R_2018_sen
32031002033,834,360,432,840,358,419,1606,728,830,768,353,378,771,301,424,773,343,403,772,332,419
32031002041,13,6,7,14,6,7,2176,1051,1088,20,10,10,23,9,12,21,10,11,21,10,11
32031004032,1205,475,633,1209,460,659,1547,633,863,1089,469,548,1086,399,609,1095,434,592,1096,448,592
32031007414,1186,375,713,1200,363,743,1408,462,907,1048,379,597,1052,321,662,1056,344,662,1059,348,658
32031007430,886,257,582,894,245,589,1048,304,718,800,270,482,801,223,531,802,238,532,803,238,534
32031004017,740,384,274,747,377,305,1049,597,412,614,357,205,616,332,225,617,349,221,617,361,212
32005000037,427,164,245,430,173,229,544,229,301,384,167,206,383,160,212,386,165,207,387,169,205
32005000038,509,207,269,519,224,253,669,353,301,488,234,235,490,215,251,493,231,247,491,236,238
32031001035,426,280,98,430,275,100,489,352,122,395,284,86,399,283,98,402,291,100,400,291,99
32031008220,675,235,413,676,237,399,754,286,449,609,223,349,606,184,390,609,204,381,609,208,375
32031006425,1425,510,821,1435,516,797,1950,825,1069,1349,528,747,1351,465,793,1357,514,792,1357,504,800
32031006403,1161,481,618,1167,520,583,1316,632,656,1049,515,472,1047,442,535,1060,482,537,1059,496,526
32005000018,248,77,152,251,72,155,665,215,435,488,161,305,485,135,325,489,149,320,488,150,321
32005000008,1246,391,759,1258,357,783,1223,384,803,915,320,547,910,266,583,913,288,574,915,301,571
32031008250,715,277,418,715,290,358,817,369,434,695,288,364,694,251,410,697,285,388,697,280,394
32013000014,500,80,384,502,70,405,647,90,544,467,94,323,468,58,362,469,65,377,468,74,367
32013000006,904,181,629,910,177,673,1123,218,877,752,178,500,750,123,563,753,122,567,755,146,565
32031007306,69,39,21,71,38,27,83,55,24,65,41,21,66,37,22,66,38,22,65,38,22
32031007521,59,12,40,60,13,43,57,16,39,48,12,32,49,12,35,49,12,35,49,12,36
32031006212,286,141,122,289,138,126,312,169,136,259,126,121,262,110,126,262,119,131,261,121,128
32031008273,320,87,223,320,86,210,315,86,222,277,75,186,278,57,212,278,65,202,278,69,202
32031005036,1144,561,523,1155,596,472,1373,764,572,1044,578,407,1045,515,463,1051,549,457,1052,570,449
32031002081,1355,543,745,1369,554,690,1815,830,936,1278,593,615,1280,513,675,1285,563,672,1284,575,674
32031005054,4,4,0,4,4,0,4,1,3,3,3,0,3,3,0,4,4,0,4,4,0
32031003019,487,296,134,502,303,166,604,379,211,364,226,114,364,202,128,368,217,123,370,235,115
32031003020,496,281,167,499,294,154,584,367,193,365,241,97,366,223,115,368,228,112,368,238,109
32031001022,820,387,403,827,414,359,955,540,397,737,386,326,733,358,347,742,384,336,743,391,342
32031008109,854,324,501,862,339,447,1083,499,561,805,351,418,802,323,447,811,344,451,817,359,443
32031006519,1183,521,577,1198,518,564,1282,604,640,1029,493,484,1035,393,555,1040,456,532,1037,472,529
32031009554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006516,1036,452,515,1043,449,516,1573,756,779,1044,495,484,1049,414,558,1054,478,524,1057,489,530
32031002000,353,205,133,356,201,136,381,233,139,331,209,110,330,183,126,330,199,116,334,202,119
32031006107,96,30,54,96,35,55,193,78,107,87,32,49,87,31,49,87,33,50,85,30,51
32031006203,386,255,86,392,262,97,430,297,125,281,183,72,283,181,79,289,195,76,289,196,78
32031007576,666,162,463,668,166,468,820,199,597,642,165,434,642,139,470,645,158,463,647,160,466
32005000015,365,95,252,370,93,253,425,113,305,314,97,195,314,86,215,315,90,214,315,86,220
32005000022,1088,279,767,1096,296,728,1224,376,820,1039,311,661,1039,254,733,1040,284,711,1039,287,715
32005000029,607,159,432,613,162,429,712,199,500,576,146,399,575,119,429,578,139,424,580,143,420
32005000011,999,270,695,1004,246,700,1169,310,831,948,277,607,945,216,676,947,240,668,949,250,666
32031007581,170,115,23,173,139,13,193,165,18,132,110,8,132,98,15,132,102,15,132,111,11
32031007531,19,4,15,19,4,15,26,4,22,15,3,12,15,3,12,14,3,11,15,3,12
32031002028,670,306,349,674,323,304,749,386,343,649,330,304,651,288,334,658,315,327,657,319,327
32005000027,665,221,415,673,221,398,834,318,497,660,240,394,657,204,418,666,229,414,666,240,403
32510000303,847,317,450,852,298,477,952,382,537,747,323,376,748,260,419,747,295,398,747,294,421
32510000107,1085,397,643,1092,376,618,1233,494,706,1010,402,554,1010,337,617,1012,378,598,1013,371,610
32510000401,801,362,358,808,353,381,932,428,461,673,326,295,673,287,343,674,290,335,676,297,344
32001008-01,108,24,71,109,24,74,133,30,98,100,20,71,99,15,75,100,14,74,99,17,76
32001000007,667,110,503,667,119,505,820,184,597,591,136,401,590,109,430,590,103,452,593,116,450
32001007-01,5,1,4,5,1,4,4,1,3,3,1,2,3,1,2,3,1,2,3,1,2
32001000001,653,148,440,655,139,461,759,226,507,559,169,338,564,122,394,568,139,377,566,137,389
32003002479,1373,735,516,1390,773,535,1781,1062,679,1080,646,371,1081,635,403,1087,650,388,1088,666,380
32003001304,608,353,197,629,363,219,1338,823,484,672,433,196,675,427,217,677,440,198,679,444,210
32003006533,730,423,245,736,446,252,1025,587,419,596,358,207,595,361,206,597,376,207,597,368,212
32003003726,1218,621,489,1234,624,528,1463,817,612,1029,565,388,1028,537,428,1032,566,407,1031,583,405
32003001063,997,466,440,1008,468,471,1253,649,573,868,465,351,867,443,367,871,476,357,871,482,358
32003002466,1153,403,653,1171,409,723,1453,504,930,1092,408,631,1089,393,642,1096,393,623,1096,407,627
32003002643,1333,501,760,1356,507,785,1620,634,957,1260,517,697,1258,484,711,1263,501,709,1264,517,716
32003007574,931,379,471,941,380,508,1136,452,659,780,363,382,777,321,415,782,350,401,783,359,399
32003001067,115,25,77,117,19,90,139,39,94,101,27,67,100,21,69,101,25,74,101,23,73
32003006487,655,190,387,666,183,441,798,257,531,632,212,352,625,187,385,636,203,368,634,207,378
32003006606,830,509,212,848,548,240,970,643,299,615,421,156,619,402,176,620,419,159,619,414,166
32003006622,781,473,211,795,512,225,899,579,301,598,381,178,600,370,191,606,381,186,604,392,177
32003001668,1402,579,734,1422,597,767,2710,1163,1498,1525,702,746,1528,661,797,1531,682,790,1533,698,782
32003006600,185,73,99,188,82,97,1342,642,684,541,252,268,539,238,283,545,267,267,545,258,277
32003006610,1591,619,854,1618,700,838,2268,1027,1201,1430,658,707,1428,620,737,1437,675,711,1439,673,723
32003006520,856,385,407,879,410,428,1007,503,491,772,388,362,772,363,385,778,387,372,780,384,376
32003006434,412,209,157,418,221,177,504,279,214,339,183,135,340,173,140,337,190,123,337,187,136
32003007584,754,248,419,767,243,482,1225,425,767,758,284,421,757,270,443,760,290,422,760,288,429
32003007594,1071,381,580,1095,376,639,1814,752,1020,1039,418,559,1035,397,580,1041,413,575,1047,421,570
32009000003,173,25,134,173,26,136,199,30,165,146,23,103,146,21,117,147,19,112,147,21,118
32003003989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003582,11,7,3,11,6,4,15,7,8,8,3,5,8,3,5,8,3,5,8,2,5
32003004641,147,71,69,147,65,77,170,81,84,116,52,61,115,45,66,116,52,59,116,52,63
32003002484,1113,617,426,1124,644,416,1363,814,525,991,574,380,993,559,392,995,564,376,998,585,375
32003003565,913,396,452,923,417,444,1093,529,532,743,362,355,743,340,371,749,355,366,747,354,371
32003002660,641,264,330,652,258,350,834,313,504,550,231,289,550,208,307,552,223,303,552,225,305
32003002481,1333,882,324,1350,922,356,1664,1144,475,972,685,228,972,685,224,973,687,222,973,696,216
32023000026,445,112,263,440,106,298,703,201,477,486,127,298,488,116,322,488,123,301,489,131,313
32003004531,1009,718,186,1025,769,196,1142,802,299,731,532,135,731,532,140,739,539,135,740,564,136
32003004525,701,449,172,709,460,210,781,517,253,519,330,153,520,324,161,523,338,151,523,338,148
32003005578,593,362,174,598,374,186,604,356,231,436,269,136,437,257,146,439,260,141,441,273,143
32003004513,419,240,141,427,244,158,487,277,205,333,200,106,334,192,124,335,192,116,335,200,116
32003005580,728,498,140,742,535,170,934,646,264,521,367,114,526,368,122,527,367,120,530,383,112
32003005599,8,6,1,8,6,2,27,13,14,5,4,1,5,4,1,5,4,1,5,4,1
32003005561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003005590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003006716,1172,548,513,1200,603,522,1659,849,782,1046,539,443,1042,527,458,1055,565,439,1057,576,440
32003002604,831,372,380,843,369,411,1063,542,496,696,363,299,695,341,315,697,358,307,698,370,305
32003002606,890,519,296,905,521,333,1022,596,409,754,464,253,759,439,272,763,456,269,761,471,265
32023000025,119,29,80,123,29,93,427,95,316,318,73,219,317,64,228,318,70,219,319,69,231
32003004540,466,324,90,479,349,107,595,404,179,351,247,82,355,244,90,358,248,86,360,255,86
32003006424,806,462,275,826,482,305,951,572,351,632,396,195,630,386,199,638,398,200,638,398,207
32003007596,660,234,358,669,229,392,658,245,401,635,256,341,639,241,358,643,255,354,639,259,347
32003007593,1349,463,785,1369,443,829,1596,575,981,1190,448,685,1189,404,716,1194,440,695,1195,433,711
32003004602,620,480,88,646,522,95,726,522,185,405,315,55,408,317,67,410,314,55,412,326,63
32003003834,736,460,197,749,477,235,909,601,282,619,410,164,622,401,179,622,411,166,622,403,176
32003002724,870,516,262,887,551,272,1317,880,406,603,418,153,604,410,157,606,426,139,604,421,150
32003002457,1704,734,855,1728,753,831,2165,991,1110,1473,696,696,1471,646,754,1477,677,722,1481,696,728
32003007569,1090,502,456,1097,526,495,1330,647,651,933,482,363,934,464,397,933,474,392,936,480,389
32003001713,438,190,224,443,196,228,1360,688,644,772,406,329,771,388,351,776,427,330,775,418,338
32003001712,1879,815,938,1907,844,965,2291,1111,1137,1743,806,860,1739,763,888,1758,824,869,1757,843,865
32003007355,1080,480,472,1093,475,537,1346,658,661,904,411,419,907,405,439,911,411,427,914,438,422
32003005576,538,320,168,546,326,176,594,332,252,411,249,129,411,248,134,412,245,139,415,257,139
32003006683,550,206,314,555,200,308,607,236,363,476,184,267,474,172,286,480,188,277,482,186,283
32003007585,883,245,565,900,233,617,1080,306,762,824,263,508,819,229,539,825,250,535,826,244,546
32003005405,1052,739,221,1076,788,237,1175,758,384,782,558,183,782,559,185,787,545,198,788,573,178
32003004467,428,367,22,440,412,17,447,403,30,308,273,13,307,280,13,311,270,16,308,284,14
32003007732,1073,514,459,1093,531,483,1244,652,570,884,468,376,886,437,399,891,461,389,891,478,380
32003001525,1376,502,821,1394,524,832,1531,663,863,1330,513,773,1325,491,788,1335,520,793,1333,533,782
32003003809,822,415,354,838,430,351,937,516,402,702,398,263,703,389,278,705,398,274,707,391,288
32003001684,339,140,178,346,133,194,395,170,215,291,117,158,291,113,162,292,114,160,293,121,160
32003001307,1282,621,566,1313,680,555,1670,880,775,1093,571,458,1089,559,478,1102,601,471,1100,598,472
32003002736,452,248,151,456,269,164,549,316,217,404,245,135,406,246,142,407,249,142,406,251,142
32003001518,1293,457,787,1308,506,747,1469,600,844,1199,464,696,1196,446,709,1205,490,688,1205,486,706
32003002603,1103,455,572,1119,442,583,1288,555,705,932,413,461,930,404,474,934,427,460,934,415,482
32003007534,1338,365,921,1357,366,939,2476,787,1654,1492,400,1057,1488,394,1058,1492,412,1056,1499,422,1053
32003003788,1125,464,613,1133,455,640,1237,516,710,1052,425,592,1051,403,616,1058,423,607,1056,432,598
32003007357,900,400,392,926,403,439,1162,538,587,762,362,333,765,338,362,775,358,350,777,373,340
32003004548,338,258,42,343,285,43,423,311,96,241,168,44,240,170,47,245,169,45,239,181,41
32003004546,553,396,98,572,429,109,769,543,212,407,293,81,410,290,99,413,292,88,413,312,85
32029000002,313,95,190,313,99,189,378,127,240,314,112,176,314,99,181,314,98,185,314,100,193
32029000001,297,95,174,298,88,179,346,98,244,296,93,175,294,75,189,297,77,194,297,78,198
32003006652,585,232,318,599,236,341,642,278,355,505,209,281,505,189,296,515,213,289,514,214,288
32003006538,577,294,227,590,321,223,892,514,370,523,306,194,525,290,199,525,308,193,525,312,194
32003006547,1170,599,457,1186,621,476,1554,823,694,931,529,351,929,509,359,936,520,359,935,539,350
32003003395,812,347,425,828,358,443,922,430,484,699,328,341,699,308,364,703,346,345,703,338,347
32003003608,1145,332,738,1163,323,779,1503,470,998,1099,340,690,1100,318,698,1103,339,737,1102,344,726
32003003566,3,1,2,2,1,1,76,18,57,14,0,13,14,0,12,14,0,14,14,0,14
32003005524,368,128,217,369,118,215,437,185,247,351,136,192,350,128,198,355,136,205,355,135,201
32003002743,1036,602,321,1049,627,353,1194,737,432,840,523,276,838,513,282,844,509,284,844,534,267
32003003739,877,424,416,886,445,403,940,478,442,745,381,334,742,347,360,749,381,344,749,391,334
32003003854,717,402,240,737,438,255,786,495,272,556,344,180,555,339,192,562,347,185,560,355,181
32003001331,1029,570,360,1048,587,407,1355,791,540,858,529,287,860,519,308,862,527,297,865,535,297
32003007359,1011,444,464,1031,463,496,1327,587,715,874,395,408,870,373,428,874,398,411,877,399,416
32003003814,587,334,187,609,366,217,740,445,269,505,323,156,503,303,158,511,318,167,510,334,152
32003005603,971,535,343,985,555,363,1220,669,515,846,477,314,852,464,330,857,473,337,855,490,316
32003004017,690,609,32,704,654,31,894,781,93,567,516,23,570,521,23,571,513,24,567,525,26
32003006539,980,456,434,1000,497,442,1323,710,595,826,443,339,821,439,352,827,450,339,825,449,341
32003006666,1093,580,418,1102,603,425,1472,789,653,906,527,322,905,497,360,912,529,347,915,540,349
32003007536,852,238,564,863,232,594,1196,336,844,841,245,541,840,223,573,847,234,563,849,247,571
32003001642,449,287,121,466,309,130,543,348,179,304,213,82,302,210,81,307,210,80,307,215,79
32003006657,996,428,500,1017,472,495,1321,659,643,849,417,396,853,403,416,861,428,402,854,427,403
32003003764,1056,632,329,1075,645,366,1327,847,448,903,593,263,902,573,275,914,587,274,912,598,269
32003007662,847,404,357,865,422,389,1011,524,465,724,375,310,721,359,322,725,390,310,724,383,314
32003002391,671,312,311,680,309,326,771,391,370,601,299,265,601,288,291,603,313,259,605,303,275
32003005555,454,244,172,458,242,188,537,299,228,398,250,131,397,234,138,403,250,141,402,251,143
32003005545,1212,687,405,1238,732,452,1439,858,553,966,569,321,975,560,339,986,578,329,982,587,326
32003003776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003587,341,144,172,345,147,178,1019,463,537,333,154,163,334,147,172,338,154,170,337,156,170
32003003758,920,262,612,929,269,605,1065,339,701,806,263,501,806,222,549,811,251,533,809,249,536
32003003714,13,4,9,13,4,8,43,20,23,34,19,15,35,16,19,35,19,16,35,17,17
32003001671,20,4,15,20,4,14,25,7,17,24,4,17,25,5,20,25,6,19,24,5,18
32003001732,75,44,25,79,50,24,105,52,50,48,28,15,50,31,16,50,26,18,49,26,18
32003006695,789,420,312,812,469,303,1056,570,471,704,399,272,703,374,289,711,407,271,708,404,277
32003007513,1186,763,289,1199,796,335,1424,945,449,871,573,251,869,571,255,876,579,248,879,597,244
32003005544,674,477,134,702,496,168,877,580,279,495,344,107,499,340,119,503,346,116,500,370,107
32003001601,745,400,277,763,422,297,906,527,354,595,350,205,598,350,213,605,357,218,603,353,218
32003001680,1349,636,607,1363,651,619,1603,845,729,1172,627,474,1166,588,521,1174,632,487,1175,650,485
32003003532,233,58,163,236,54,171,293,64,223,255,61,180,254,55,182,256,60,188,255,64,187
32003003418,540,227,281,555,247,281,682,314,359,501,232,248,502,210,259,507,233,256,507,222,261
32003002730,1233,785,335,1251,842,316,1613,1088,482,961,651,256,963,672,247,968,651,252,969,662,251
32003003557,1512,698,721,1534,753,687,1803,900,870,1311,667,590,1312,641,609,1322,688,594,1321,679,602
32003007705,911,357,500,920,352,522,1096,454,625,784,305,439,791,301,448,791,324,438,793,329,443
32003003217,1355,645,614,1380,679,624,1564,817,725,1123,594,444,1119,563,485,1125,598,471,1122,615,460
32003005412,956,637,234,972,653,256,1099,710,372,703,490,177,707,485,181,714,497,183,715,508,180
32003005417,691,452,183,705,473,187,752,500,231,534,368,140,533,345,155,536,364,145,537,377,137
32003002381,1142,717,333,1158,736,350,1272,860,385,931,589,288,930,575,298,933,579,291,932,595,294
32007000005,481,93,343,483,108,331,484,124,337,375,98,238,374,85,249,379,73,274,377,88,268
32007000004,477,116,307,485,122,308,501,154,323,382,114,229,381,94,251,383,88,267,383,102,258
32007000024,733,74,591,743,81,610,857,101,741,584,71,466,582,67,484,584,57,485,585,70,489
32007000021,147,63,56,152,77,55,210,100,96,115,49,48,114,47,55,114,39,46,117,49,53
32007000017,13,3,10,13,3,9,10,2,7,13,3,9,12,2,10,14,3,11,14,3,11
32007000040,1033,121,853,1046,126,861,1351,168,1155,928,139,741,928,114,763,933,110,785,932,121,774
32007000006,474,81,344,476,82,338,677,136,515,441,96,290,440,86,316,440,79,329,441,84,326
32019000009,914,256,580,920,259,601,1127,341,763,821,266,511,819,224,550,824,255,535,825,258,545
32019000028,417,101,289,421,98,291,700,189,483,401,98,278,401,81,298,404,86,294,405,92,302
32019000010,210,61,137,212,58,138,236,69,153,189,62,107,189,44,125,188,52,124,189,48,134
32005000019,788,244,484,790,241,482,967,339,595,747,246,441,743,209,471,750,224,486,751,242,467
32005000020,900,322,504,908,322,506,1045,374,644,734,277,400,736,239,450,742,249,456,741,273,439
32019000017,351,93,230,348,88,245,843,206,624,645,166,433,646,133,465,647,151,460,646,163,459
32019000016,880,293,503,892,291,536,1167,375,758,704,256,397,708,228,432,709,233,421,709,252,416
32031008125,2,1,0,2,1,0,6,1,5,3,1,2,3,1,2,3,2,1,3,2,1
32005000036,394,112,267,395,124,246,459,165,280,349,100,236,347,103,229,350,100,242,347,108,234
32031007547,41,8,28,41,4,32,66,17,47,38,8,26,38,7,28,39,7,28,39,8,28
32031007502,912,439,384,924,457,391,1083,581,465,747,435,250,745,377,306,752,400,302,753,426,286
32031002026,283,152,110,289,160,108,344,217,112,246,156,77,242,145,86,249,159,83,249,163,80
32031005035,1027,522,422,1039,529,408,1185,691,457,879,510,323,881,453,359,889,494,356,889,507,352
32031006418,1084,356,664,1092,357,632,1452,578,825,1024,395,578,1021,336,624,1028,367,614,1029,394,603
32031009310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031002016,405,184,203,413,190,192,567,301,252,354,189,144,354,154,168,356,175,161,356,178,161
32031005045,1283,510,737,1294,531,685,1883,809,1031,1402,577,772,1401,490,851,1410,566,810,1414,571,816
32031008201,314,99,193,316,100,188,342,118,214,289,112,156,289,86,181,293,99,182,293,100,184
32031002035,742,244,468,746,251,447,803,332,445,649,259,361,647,221,395,650,240,391,651,247,392
32031005015,586,273,280,592,283,250,653,354,278,509,263,219,508,232,242,511,257,226,509,252,238
32031001018,863,584,206,874,588,196,998,709,246,760,553,149,763,527,170,771,565,166,773,591,155
32031003011,246,158,62,248,167,66,298,182,100,222,148,62,226,137,62,223,147,60,224,155,58
32031004025,566,254,274,571,264,264,692,353,311,474,242,204,475,225,216,475,233,211,475,249,204
32031003040,285,190,52,292,210,56,394,299,86,264,196,42,264,193,49,265,197,49,266,209,44
32031007506,450,143,281,451,137,285,483,135,340,402,140,232,403,118,255,404,127,254,406,126,265
32031007314,517,269,207,523,253,225,629,319,292,366,195,145,363,170,168,366,174,163,366,185,164
32031004047,58,31,22,59,34,19,60,39,19,53,33,19,53,30,17,53,32,19,53,31,21
32031006114,830,453,274,838,481,292,984,577,379,703,425,212,699,380,234,704,409,241,703,422,235
32031001057,1133,560,491,1148,551,490,1357,790,522,949,561,338,954,490,387,955,537,382,952,554,364
32031001044,921,448,403,940,463,382,1258,675,537,814,452,315,815,416,340,820,446,338,820,455,337
32031008111,5,1,4,5,1,4,7,3,4,4,2,2,4,0,3,4,0,4,4,1,3
32031005022,846,485,293,855,492,279,937,617,294,751,508,200,748,453,227,758,496,218,758,512,215
32031ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32510000205,1233,519,618,1245,526,611,1408,646,723,1091,508,510,1090,433,574,1090,481,547,1094,502,545
32510000407,908,282,548,916,274,574,1661,567,1055,1075,384,623,1073,314,679,1078,362,662,1072,353,677
32510000113,1313,458,767,1322,446,784,1509,588,887,1221,478,669,1223,399,736,1225,441,725,1225,444,737
32510000201,842,340,409,847,351,410,1062,468,563,734,360,308,734,299,363,735,329,350,731,343,347
32033000005,439,94,289,443,88,306,517,110,389,418,82,287,418,77,300,421,70,322,421,77,311
32003007509,691,439,173,706,478,176,838,556,249,582,392,136,580,391,154,583,409,139,585,410,147
32003001652,1212,763,341,1250,794,394,1733,1091,610,941,584,302,941,574,318,950,604,300,948,606,303
32003007573,1014,420,499,1029,406,556,1190,475,689,867,348,452,869,355,470,870,359,456,873,374,451
32003005534,469,288,123,478,316,142,531,334,184,356,224,93,357,223,104,362,216,107,360,241,100
32003007501,136,78,42,138,78,55,197,121,71,95,54,32,95,54,37,95,59,34,95,57,36
32031004043,24,6,16,24,7,15,32,11,21,22,6,16,22,5,17,22,5,17,22,5,17
32031003012,825,529,211,833,529,223,913,633,255,686,499,149,683,468,168,692,489,163,696,503,159
32031007589,11,6,1,11,11,0,8,5,3,7,7,0,7,7,0,7,7,0,7,7,0
32031001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006214,540,247,250,545,240,248,604,292,301,505,247,227,508,213,254,509,240,238,507,247,236
32031008210,500,167,311,507,140,318,551,186,348,455,174,261,455,139,292,459,140,298,461,157,296
32031005024,993,505,393,997,505,378,1120,637,432,882,524,298,880,473,334,889,514,324,892,515,337
32031003022,821,429,322,829,427,322,966,559,379,734,412,274,740,379,296,745,406,292,744,422,288
32031007579,105,45,45,107,49,46,145,86,57,106,56,39,106,52,41,104,52,44,106,54,42
32003002480,1323,680,545,1343,682,577,1636,910,682,1130,614,448,1126,596,477,1130,627,454,1132,635,447
32003003733,827,415,322,842,421,362,985,535,432,691,384,269,690,371,283,695,365,290,693,387,281
32003002702,701,342,307,707,357,311,804,406,384,560,289,246,564,269,260,566,279,254,567,288,250
32003002723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002477,638,183,421,648,181,445,906,278,619,709,217,456,702,196,484,710,200,472,709,211,470
32003006707,1193,597,503,1216,604,553,1534,822,689,992,552,374,988,532,395,995,549,393,994,564,392
32003002742,614,373,178,627,397,187,712,468,228,472,326,120,476,322,122,478,321,130,478,330,125
32003004623,1064,655,300,1076,651,342,1167,694,453,829,512,254,825,516,257,833,502,266,841,541,253
32003001682,986,546,332,1005,566,352,1155,654,464,746,437,257,748,432,271,752,442,265,753,453,260
32003003756,454,122,306,458,124,304,580,183,388,396,125,257,397,116,259,402,123,269,402,126,267
32003003786,1289,611,587,1316,607,620,1550,793,720,1123,568,477,1121,546,506,1136,576,503,1132,578,509
32003006607,827,496,237,840,503,267,1057,645,382,676,439,200,677,423,217,681,422,208,682,447,194
32003006612,893,520,293,915,543,324,1108,652,430,707,410,239,708,410,255,716,417,246,717,447,234
32003005654,597,302,209,613,308,258,702,366,314,459,253,170,459,247,166,463,247,174,464,257,172
32003004310,611,540,30,629,581,30,678,614,53,492,440,27,493,453,28,491,432,29,492,445,24
32003004550,331,244,54,338,265,57,357,269,78,219,171,30,217,166,33,221,177,29,221,176,34
32003001662,815,464,266,835,489,294,1061,606,432,666,377,243,670,369,251,675,392,248,676,395,243
32003004634,1172,761,283,1193,803,334,1380,907,444,860,595,213,865,586,233,867,573,231,870,602,225
32003003547,1510,634,761,1529,649,784,1841,799,1011,1491,682,727,1490,646,768,1496,677,753,1499,694,754
32003001653,1030,681,246,1060,727,274,1255,812,411,744,475,222,751,483,233,752,494,221,749,498,221
32003001609,1179,636,440,1209,675,452,1636,901,693,1027,612,364,1027,588,393,1038,616,376,1035,631,375
32003001520,641,274,341,652,260,368,703,329,369,607,269,317,611,250,331,612,270,324,609,261,333
32003001395,1003,339,619,1020,375,600,1260,527,721,875,347,499,875,331,513,879,369,490,878,358,499
32003002734,895,552,272,907,553,294,988,618,332,700,438,211,699,439,207,700,431,221,699,443,213
32003005652,1211,440,706,1230,437,734,1131,386,734,1319,479,787,1320,444,825,1322,479,804,1327,485,802
32003005655,459,167,269,461,165,277,1530,620,891,500,183,298,502,170,316,504,183,308,502,184,307
32003001750,750,277,410,760,264,458,1249,479,745,730,288,411,727,250,438,733,268,421,734,284,417
32003007553,783,310,393,795,304,430,885,385,471,693,320,321,694,302,337,698,329,316,698,340,321
32023000024,772,219,462,780,192,546,1059,321,721,681,200,405,684,182,433,688,185,430,687,198,438
32003001377,3,1,2,3,1,2,4,2,2,4,1,3,4,1,3,4,0,3,4,1,3
32003003775,547,281,200,564,296,241,692,363,315,440,244,162,442,241,174,444,253,162,446,259,162
32003006615,385,169,196,392,158,207,395,167,224,335,139,175,335,135,181,338,141,181,337,138,182
32003007613,760,316,369,771,314,422,957,399,541,669,292,331,669,278,349,673,292,347,673,293,347
32003002387,1390,806,456,1422,835,500,2141,1317,778,1240,775,405,1240,742,436,1247,760,404,1246,780,403
32003007614,744,364,310,756,378,325,941,459,450,654,328,292,653,320,295,657,338,286,656,338,285
32003002384,1255,639,497,1265,627,528,1728,920,753,1118,627,421,1121,601,457,1122,616,445,1123,635,438
32003002770,53,36,9,54,40,10,88,63,19,54,35,9,53,32,11,54,32,15,54,39,13
32003007582,1175,493,574,1188,504,605,1407,644,743,954,451,435,949,419,455,955,457,442,958,454,455
32003002655,853,300,507,864,301,519,1078,384,674,788,293,460,788,270,484,792,288,472,791,288,474
32003003430,873,461,334,891,465,372,1044,574,454,707,387,281,709,371,302,713,399,288,714,400,288
32003003743,965,490,382,982,500,411,1128,598,500,775,425,300,775,407,320,785,442,299,785,447,301
32003004553,935,668,158,964,720,191,1273,914,327,662,485,133,664,463,150,668,473,149,669,494,144
32003004566,812,616,134,821,627,157,929,675,230,621,463,106,625,471,122,629,473,105,627,479,109
32003001674,794,313,434,804,312,470,1368,575,774,859,351,487,854,322,501,865,364,482,865,355,490
32003002931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003005592,555,328,178,573,339,197,642,425,204,482,303,141,483,307,150,483,316,148,484,322,145
32003003754,1324,795,419,1341,838,421,1659,1069,563,1089,695,333,1091,672,353,1099,694,347,1099,709,342
32003001702,982,481,410,1004,499,431,1288,690,575,852,441,354,853,443,361,858,441,370,861,456,365
32003002469,365,88,250,365,84,267,457,97,349,327,70,235,327,64,243,328,63,226,329,62,245
32003001368,1233,666,437,1257,707,446,1531,912,597,943,547,325,945,537,342,950,555,331,949,574,323
32003006500,26,16,9,27,17,9,40,18,22,25,13,11,25,12,12,25,11,12,25,13,10
32003002078,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
32003002978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003004615,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32003005562,588,370,166,606,402,184,793,477,297,459,278,150,459,281,151,470,296,148,469,303,144
32003007530,663,342,265,674,352,271,786,447,318,524,288,197,524,286,213,524,296,206,522,290,206
32003001635,484,320,118,510,354,129,694,483,196,348,228,93,347,234,95,350,239,91,352,247,89
